respid,status,language,gender,age,province,license_mutualfunds,license_insurance,license_securities,educ,marital_status,children,scn1a_name,scn1a_apr,scn1a_mtr,scn1a_solicit,scn1a_answer,scn1b_name,scn1b_apr,scn1b_mtr,scn1b_solicit,scn1b_answer,scn2a_name,scn2a_bequest,scn2a_rate,scn2a_health,scn2a_solicit,scn2a_payout,scn2a_comp,scn2a_answer,scn2b_name,scn2b_bequest,scn2b_rate,scn2b_health,scn2b_solicit,scn2b_payout,scn2b_comp,scn2b_answer,scn3a_name,scn3a_borrow,scn3a_health,scn3a_rate,scn3a_solicit,scn3a_answer,scn3b_name,scn3b_borrow,scn3b_health,scn3b_rate,scn3b_solicit,scn3b_answer,scn4a_name,scn4a_mutfees,scn4a_segfees,scn4a_solicit,scn4a_answer,scn4b_name,scn4b_mutfees,scn4b_segfees,scn4b_solicit,scn4b_answer,employment,certification_qafp,certification_cfp,certification_plfin,certification_dk,certification_pnts,certification_cim,certification_cfa,certification_clu,certification_cpa,certification_tep,certification_pfp,certification_rfp,certification_rrc,certification_chs,certification_cpfintl,certification_epc,certification_other,license_prod_ul,license_prod_mf,license_prod_segfund,license_prod_annuities,license_prod_ltci,license_prod_ilgic,license_prod_etf,work_experience,Q16dk_7777777,Q16dk_8888888,service,compensation,comp_salaryonly,comp_salarybonus,comp_commissions,comp_aum,comp_ffa,comp_other,refer,patience,risk,emo_extra_enthu,emo_criti_quarrel,emo_depend_selfdis,emo_anxious_upset,emo_open_complex,emo_reser_quiet,emo_sympa_warm,emo_disorg_careless,emo_calm_stable,emo_convent_uncreative,state_bequest,state_inherithome,state_sellhome,state_debtnogood,state_qualitylife,state_investshares,state_optimfinpl,income,income_dk_pnts,income_gt60k,income_lt160k,income_gt90k,income_lt30k,fparea_ag,fparea_credit,fparea_intl,fparea_divorce,fparea_educ,fparea_groupben,fparea_estate,fparea_execomp,fparea_insur,fparea_invest,fparea_mortgage,fparea_disabil,fparea_privbank,fparea_respinvest,fparea_retplan,fparea_smallbus,fparea_succplan,fparea_taxplan,prod_own_ul,prod_own_mf,prod_own_segfund,prod_own_annuities,prod_own_ltci,prod_own_ilgic,prod_own_etf,prod_own_realestate,value_realestate,value_realestate_dkpnts,prod_spouse_ul,prod_spouse_mf,prod_spouse_segfund,prod_spouse_annuities,prod_spouse_ltci,prod_spouse_ilgic,prod_spouse_etf,prod_spouse_realestate,db_plan,rrsp_own,rrsp_balance,rrsp_share,tfsa_own,tfsa_balance,tfsa_share,grouplan_own,grouplan_balance,grouplan_share,dcplan_own,dcplan_balance,dcplan_share,otheracc_own,otheracc_balance,otheracc_share,accounts_pnts,debt_thresh1,debt_thresh2,debt,debt_dk_pnts,debt_gt1,debt_lt2,stockmkt_expectation,Q32dk_7777777,stockmkt_confidence,stockmkt_40p,stockmkt_30_40,stockmkt_20_30,stockmkt_10_20,stockmkt_0_10,stockmkt_m10_0,stockmkt_m20_m10,stockmkt_m30_m20,stockmkt_m40_m30,stockmkt_m40p,selfass,selfconf,credits,timestamp,sample,income_impute,debt_impute,time,reminder
11480,complete,English,Woman,36,Alberta,no,no,no,"University certificate, diploma, degree above the bachelor's level","Single, never married",no,Sally,2.5%,50%,UL prompt,TFSA,Peter,7.5%,30%,No prompt,TFSA,Mary,alone and has no children,4%,excellent (above average),No prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,with his/her partner who is 10 years younger,6%,poor (below average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,Seg funds with PAYOUT,Joe,1.5%,excellent (above average),2%,No prompt,LTCI at cost NAME (280 or 210),Sophie,3.5%,good (average),3%,Mortgage prompt,LTCI at cost NAME (280 or 210),Greg,3%,2%,No prompt,ETF,Mike,2%,3%,ETF prompt,ETF,Financial Planning Firm,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,8.0,0,0,Fin. plan. (without implementation),Primarily fee for advice,no,no,no,no,yes,no,Frequently,Patient,Above average fin risks for above-average returns,Agree strongly,Disagree a little,Agree moderately,Disagree strongly,Agree strongly,Disagree moderately,Agree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,180000.0,0,,,,,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,530000.0,0.0,,,,,,,,,no,yes,0.0,almost all,yes,0.0,almost all,no,,,no,,,yes,0.0,almost all,0,530000,265000,200000.0,0,,,4.0,0,Somewhat confident,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,Don't know,"Yes, I have some confidence",yes,Mon Nov 1 19:40:30 UTC+0 2021,FP,180000.0,200000.0,Nov 1 ,1
6436,complete,English,Man,41,Ontario,yes,yes,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Divorced,yes,Monica,7.5%,50%,UL prompt,Repay debt,Sally,2.5%,30%,No prompt,RRSP,Suzie,with his/her partner who is 10 years younger,4%,good (average),No prompt,"14,000",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",John,alone and has no children,6%,poor (below average),Mutual Funds prompt,"15,750",No prompt,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Justin,1.5%,good (average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Sophie,3.5%,excellent (above average),3%,No prompt,LTCI at cost NAME (280 or 210),Mike,1%,3%,No prompt,Mutual Fund of MUTFEES,Linda,3%,4%,ETF prompt,ETF,Insurance Company,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,16.0,0,0,Advice on insurance,Salary plus bonus based on sales,no,yes,no,no,no,no,Frequently,Very patient,Substantial fin risks for substantial returns,Agree a little,Agree a little,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Agree moderately,Disagree strongly,Agree strongly,Agree a little,Don't know,Agree,Agree,Strongly Agree,Don't know,Agree,Agree,,1,pnts,,,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,,,,,,,,,,,no,no,,,no,,,no,,,no,,,no,,,1,100000,50000,,1,D/k pnts,,7.5,0,Very confident,0.0,0.0,5.0,45.0,35.0,5.0,5.0,5.0,0.0,0.0,It is about the same,"Yes, I have some confidence",yes,Mon Nov 1 20:48:09 UTC+0 2021,FP,150000.0,230000.0,Nov 1 ,1
4375,complete,English,Man,50,Ontario,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Separated,yes,Monica,7.5%,30%,UL prompt,RRSP,Sally,5%,50%,No prompt,RRSP,Paul,alone and has no children,6%,excellent (above average),No prompt,"14,000",No prompt,Diversified MF with RATE and COMP,John,with his/her partner who is 10 years younger,4%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,Diversified MF with RATE and COMP,Justin,3.5%,good (average),5%,No prompt,Payoff mortgage,Sophie,2.5%,excellent (above average),3%,Mortgage prompt,Payoff mortgage,Kate,2%,2%,ETF prompt,Index-Linked GIC,Mike,3%,4%,No prompt,Mutual Fund of MUTFEES,Self-employed,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,19.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Rarely,Prefer not to say,Above average fin risks for above-average returns,Agree moderately,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree moderately,Agree a little,Disagree,Don't know,Disagree,Disagree,Agree,Disagree,Strongly Disagree,,1,yes,yes,yes,,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,1200000.0,0.0,,,,,,,,,no,yes,300000.0,almost all,yes,120000.0,almost all,no,,,no,,,yes,500000.0,almost all,0,1200000,600000,650000.0,0,,,10.0,0,Not very confident,1.0,2.0,20.0,30.0,30.0,10.0,4.0,1.0,1.0,1.0,It is better than average,"Yes, I have some confidence",yes,Mon Nov 1 23:51:24 UTC+0 2021,FP,120000.0,650000.0,Nov 1 ,1
4931,complete,English,Woman,56,Ontario,yes,yes,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Married,no,Sally,7.5%,30%,UL prompt,Repay debt,Monica,5%,50%,No prompt,RRSP,Paul,alone and has no children,6%,excellent (above average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",John,with his/her partner who is 10 years younger,10%,good (average),No prompt,"14,000",No prompt,Seg funds with PAYOUT,Sophie,2.5%,good (average),2%,No prompt,LTCI at cost NAME (280 or 210),Isabelle,3.5%,poor (below average),5%,Mortgage prompt,Payoff mortgage,Mike,3%,4%,ETF prompt,Index-Linked GIC,Kate,1%,2%,No prompt,Index-Linked GIC,Investment / Mutual Fund Company,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,22.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Very patient,Above average fin risks for above-average returns,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,360000.0,0,,,,,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,400000.0,0.0,yes,yes,no,no,no,no,no,yes,no,yes,160000.0,zero,yes,50000.0,zero,no,,,no,,,yes,150000.0,zero,0,400000,200000,100000.0,0,,,8.0,0,Very confident,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, very much",yes,Tue Nov 2 00:30:07 UTC+0 2021,FP,360000.0,100000.0,Nov 2 ,1
15695,complete,English,Woman,38,Ontario,yes,no,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Married,yes,Peter,2.5%,50%,No prompt,RRSP,Sally,7.5%,30%,UL prompt,Repay debt,Mary,with his/her partner who is 10 years younger,4%,good (average),No prompt,"14,000",No prompt,Diversified MF with RATE and COMP,Suzie,alone and has no children,10%,excellent (above average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Sophie,1.5%,excellent (above average),3%,Mortgage prompt,Invest in funds at expected RATE,Isabelle,3.5%,good (average),2%,No prompt,Invest in funds at expected RATE,Linda,2%,4%,ETF prompt,Index-Linked GIC,Mike,3%,2%,No prompt,Index-Linked GIC,Bank,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,4.0,0,0,Fin. plan. including implementation (sales),Salary only,yes,no,no,no,no,no,Frequently,Patient,Average fin risks for average returns,Disagree a little,Neither agree nor disagree,Agree moderately,Agree a little,Agree a little,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Disagree a little,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,85000.0,0,,,,,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,650000.0,0.0,no,yes,no,no,no,no,no,yes,yes,no,,,yes,200.0,zero,yes,35000.0,half,no,,,no,,,0,650000,325000,400000.0,0,,,10.0,0,Not at all confident,1.0,5.0,10.0,15.0,20.0,18.0,15.0,10.0,5.0,1.0,It is about the same,"Yes, I have some confidence",yes,Tue Nov 2 09:27:52 UTC+0 2021,FP,85000.0,400000.0,Nov 2 ,1
742,complete,English,Man,71,Ontario,yes,yes,yes,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Living common-law,yes,Monica,2.5%,50%,UL prompt,RRSP,James,7.5%,30%,No prompt,TFSA,Suzie,with his/her partner who is 10 years younger,10%,poor (below average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,Seg funds with PAYOUT,Mary,alone and has no children,6%,excellent (above average),No prompt,"15,750",No prompt,Diversified MF with RATE and COMP,Sophie,1.5%,excellent (above average),3%,No prompt,LTCI at cost NAME (280 or 210),Isabelle,2.5%,poor (below average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Kate,1%,3%,No prompt,Mutual Fund of MUTFEES,Linda,2%,4%,ETF prompt,Mutual Fund of MUTFEES,Financial Planning Firm,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,37.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Very patient,Above average fin risks for above-average returns,Neither agree nor disagree,Disagree moderately,Agree a little,Disagree a little,Agree moderately,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,500000.0,0,,,,,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,,,yes,yes,no,no,no,no,no,no,no,yes,1600000.0,almost all,yes,160000.0,almost all,no,,,no,,,yes,2000000.0,almost all,0,100000,50000,500000.0,0,,,,1,Extremely confident,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,It is better than average,"Yes, very much",yes,Tue Nov 2 10:19:26 UTC+0 2021,FP,500000.0,500000.0,Nov 2 ,1
200,complete,English,Man,73,Ontario,yes,yes,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,James,5%,50%,No prompt,RRSP,Sally,7.5%,30%,UL prompt,TFSA,John,alone and has no children,6%,poor (below average),Mutual Funds prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Suzie,with his/her partner who is 10 years younger,4%,good (average),No prompt,"15,750",Investment sale contributes to comp,Seg funds with PAYOUT,Isabelle,1.5%,poor (below average),5%,No prompt,Invest in funds at expected RATE,Sophie,2.5%,excellent (above average),2%,Mortgage prompt,LTCI at cost NAME (280 or 210),Mike,2%,4%,No prompt,Index-Linked GIC,Kate,1%,2%,ETF prompt,Index-Linked GIC,Financial Planning Firm,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,48.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Frequently,Patient,Average fin risks for average returns,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,1,yes,pnts,,,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,1500000.0,0.0,no,yes,yes,no,no,no,no,yes,no,yes,1500000.0,zero,yes,75000.0,zero,no,,,no,,,yes,1000000.0,a quarter,0,1500000,750000,0.0,0,,,5.0,0,Not at all confident,0.0,0.0,5.0,10.0,40.0,30.0,10.0,5.0,0.0,0.0,It is better than average,"Yes, I have some confidence",yes,Tue Nov 2 11:15:07 UTC+0 2021,FP,198000.0,0.0,Nov 2 ,1
2149,complete,English,Man,60,Ontario,yes,yes,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,Sally,7.5%,30%,UL prompt,Repay debt,James,5%,50%,No prompt,Repay debt,Paul,with his/her partner who is 10 years younger,10%,poor (below average),No prompt,"14,000",No prompt,Diversified MF with RATE and COMP,Mary,alone and has no children,4%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,2.5%,good (average),2%,No prompt,Payoff mortgage,Joe,1.5%,poor (below average),5%,Mortgage prompt,Invest in funds at expected RATE,Linda,1%,4%,ETF prompt,ETF,Greg,3%,3%,No prompt,Index-Linked GIC,Financial Planning Firm,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,25.0,0,0,Fin. plan. including implementation (sales),Primarily Assets under Management,no,no,no,yes,no,no,Occasionally,Very patient,Average fin risks for average returns,Agree a little,Disagree moderately,Agree strongly,Disagree strongly,Agree moderately,Disagree moderately,Neither agree nor disagree,Disagree strongly,Agree moderately,Disagree moderately,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,600000.0,0,,,,,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,1500000.0,0.0,no,yes,no,no,no,no,yes,yes,no,yes,1000000.0,almost all,yes,250000.0,almost all,no,,,no,,,yes,2000000.0,almost all,0,1500000,750000,0.0,0,,,,1,Extremely confident,2.5,5.0,7.5,15.0,20.0,20.0,15.0,7.5,5.0,2.5,It is better than average,"No, I have no confidence at all",yes,Tue Nov 2 12:00:52 UTC+0 2021,FP,600000.0,0.0,Nov 2 ,1
2320,complete,English,Man,67,Ontario,no,no,no,"University certificate, diploma, degree above the bachelor's level",Married,yes,Monica,5%,50%,UL prompt,Repay debt,Sally,7.5%,30%,No prompt,Repay debt,Suzie,with his/her partner who is 10 years younger,6%,good (average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Mary,alone and has no children,4%,excellent (above average),No prompt,"14,000",No prompt,Seg funds with PAYOUT,Justin,2.5%,poor (below average),3%,No prompt,Payoff mortgage,Isabelle,3.5%,excellent (above average),5%,Mortgage prompt,Payoff mortgage,Greg,3%,2%,ETF prompt,ETF,Linda,2%,4%,No prompt,ETF,Other,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,25.0,0,0,Fin. plan. (without implementation),Primarily fee for advice,no,no,no,no,yes,no,Frequently,Patient,Average fin risks for average returns,Disagree a little,Disagree moderately,Agree strongly,Agree a little,Agree moderately,Agree moderately,Agree strongly,Disagree moderately,Agree strongly,Agree a little,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,150000.0,0,,,,,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,1200000.0,0.0,yes,yes,yes,no,no,no,yes,yes,no,yes,700000.0,half,yes,75000.0,a quarter,no,,,no,,,yes,800000.0,half,0,1200000,600000,50000.0,0,,,8.0,0,Somewhat confident,2.0,5.0,10.0,15.0,18.0,18.0,15.0,10.0,5.0,2.0,It is about the same,"No, I have no confidence at all",yes,Tue Nov 2 12:39:19 UTC+0 2021,FP,150000.0,50000.0,Nov 2 ,1
16472,complete,English,Woman,38,British Columbia,yes,yes,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Living common-law,yes,Monica,5%,50%,No prompt,RRSP,Sally,2.5%,30%,UL prompt,RRSP,Suzie,with his/her partner who is 10 years younger,10%,excellent (above average),No prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,alone and has no children,4%,good (average),Mutual Funds prompt,"14,000",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Joe,2.5%,excellent (above average),3%,No prompt,Invest in funds at expected RATE,Sophie,1.5%,poor (below average),2%,Mortgage prompt,Invest in funds at expected RATE,Greg,3%,2%,No prompt,Index-Linked GIC,Kate,1%,4%,ETF prompt,Mutual Fund of MUTFEES,Financial Planning Firm,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,8.0,0,0,Advice on insurance,Primarily commissions,no,no,yes,no,no,no,Frequently,Patient,Above average fin risks for above-average returns,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,90000.0,0,,,,,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,,,yes,yes,no,no,no,no,no,yes,no,yes,60000.0,zero,yes,35000.0,zero,no,,,no,,,no,,,0,100000,50000,15000.0,0,,,10.0,0,Somewhat confident,1.0,1.0,10.0,30.0,30.0,10.0,10.0,1.0,6.0,1.0,Don't know,"Yes, I have some confidence",yes,Tue Nov 2 13:18:25 UTC+0 2021,FP,90000.0,15000.0,Nov 2 ,1
5913,complete,English,Man,57,British Columbia,yes,yes,yes,University certificate or diploma below the bachelor's level,Divorced,no,James,7.5%,30%,No prompt,Repay debt,Monica,5%,50%,UL prompt,RRSP,John,with his/her partner who is 10 years younger,6%,excellent (above average),Mutual Funds prompt,"15,750",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Suzie,alone and has no children,4%,good (average),No prompt,"14,000",No prompt,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Justin,1.5%,excellent (above average),3%,No prompt,LTCI at cost NAME (280 or 210),Isabelle,2.5%,good (average),5%,Mortgage prompt,LTCI at cost NAME (280 or 210),Greg,2%,4%,No prompt,ETF,Mike,3%,3%,ETF prompt,ETF,Currently not working,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,20.0,0,0,Fin. plan. including implementation (sales),Primarily commissions,no,no,yes,no,no,no,Occasionally,Patient,Average fin risks for average returns,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,1,pnts,,,,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,,1.0,,,,,,,,,yes,no,,,no,,,no,,,no,,,no,,,1,500000,250000,,1,D/k pnts,,5.0,0,Somewhat confident,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Prefer not to say,"Yes, very much",yes,Tue Nov 2 13:55:57 UTC+0 2021,FP,100000.0,800000.0,Nov 2 ,1
814,complete,English,Woman,65,Alberta,no,no,no,"College, CEGEP or other non-university certificate or diploma (other than trades certificates or diplomas)",Divorced,yes,Peter,7.5%,50%,No prompt,RRSP,Monica,2.5%,30%,UL prompt,TFSA,Suzie,alone and has no children,6%,good (average),No prompt,"15,750",No prompt,"All life annuity with payout NAME (23,030.00 or 21,437.50)",Mary,with his/her partner who is 10 years younger,4%,excellent (above average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Justin,2.5%,good (average),3%,No prompt,LTCI at cost NAME (280 or 210),Joe,3.5%,excellent (above average),2%,Mortgage prompt,Invest in funds at expected RATE,Kate,3%,3%,No prompt,ETF,Mike,2%,4%,ETF prompt,ETF,Bank,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,25.0,0,0,Fin. plan. (without implementation),Salary only,yes,no,no,no,no,no,Frequently,Patient,Average fin risks for average returns,Disagree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree a little,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,180000.0,0,,,,,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,650000.0,0.0,,,,,,,,,yes,yes,750000.0,half,yes,75000.0,almost all,yes,50000.0,almost all,no,,,yes,20000.0,zero,0,650000,325000,0.0,0,,,6.0,0,Somewhat confident,0.0,0.0,5.0,15.0,75.0,5.0,0.0,0.0,0.0,0.0,It is about the same,"Yes, I have some confidence",yes,Tue Nov 2 15:54:44 UTC+0 2021,FP,180000.0,0.0,Nov 2 ,1
3033,complete,English,Man,49,British Columbia,yes,no,no,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Divorced,yes,Sally,5%,30%,UL prompt,Repay debt,Peter,7.5%,50%,No prompt,RRSP,John,alone and has no children,6%,good (average),Mutual Funds prompt,"14,000",Investment sale contributes to comp,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Paul,with his/her partner who is 10 years younger,10%,poor (below average),No prompt,"15,750",No prompt,"Partial $10,000 life annuity with payout NAME (151,975.68 or 163,265.31)",Isabelle,1.5%,poor (below average),2%,No prompt,LTCI at cost NAME (280 or 210),Sophie,3.5%,excellent (above average),5%,Mortgage prompt,Invest in funds at expected RATE,Mike,1%,3%,No prompt,Mutual Fund of MUTFEES,Linda,2%,2%,ETF prompt,ETF,Credit Union,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,23.0,0,0,Advice on investments,Primarily commissions,no,no,yes,no,no,no,Very Rarely,Very patient,Substantial fin risks for substantial returns,Disagree strongly,Disagree strongly,Agree strongly,Disagree moderately,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree moderately,Agree a little,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,199000.0,0,,,,,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,900000.0,0.0,,,,,,,,,no,yes,250000.0,almost all,yes,98000.0,almost all,no,,,yes,486000.0,almost all,yes,775000.0,almost all,0,900000,450000,775000.0,0,,,8.0,0,Somewhat confident,0.0,0.0,10.0,25.0,25.0,25.0,10.0,5.0,0.0,0.0,It is better than average,"Yes, very much",yes,Tue Nov 2 17:03:13 UTC+0 2021,FP,199000.0,775000.0,Nov 2 ,1
