respid,status,l,QA,QB,QC,QD_1,QD_2,QD_3,Q1,Q2,Q3,NAMExS_1,APR_1,MTR_1,SOLICITxS_1,Q4,NAMExS_2,APR_2,MTR_2,SOLICITxS_2,Q5,NAMExL_1,BEQUESTxL_1,RATExL_1,HEALTHxL_1,SOLICITxL_1,PAYOUT_1,COMP_1,Q6,NAMExL_2,BEQUESTxL_2,RATExL_2,HEALTHxL_2,SOLICITxL_2,PAYOUT_2,COMP_2,Q7,NAMExC_1,BORROW_1,HEALTHxC_1,RATExC_1,SOLICITxC_1,Q8,NAMExC_2,BORROW_2,HEALTHxC_2,RATExC_2,SOLICITxC_2,Q9,NAMExI_1,MUTFEES_1,SEGFEES_1,SOLICITxI_1,Q10,NAMExI_2,MUTFEES_2,SEGFEES_2,SOLICITxI_2,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_7777777,Q13_8888888,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q16dk_7777777,Q16dk_8888888,Q17,Q18,hQ18_1,hQ18_2,hQ18_3,hQ18_4,hQ18_5,hQ18_6,Q19,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24,Q24dk_9999999,Q24a,Q24b,Q24c,Q24d,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27,Q27dk_9999999,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29,Q30x1_1,Q30x2_1,Q30x3_1,Q30x1_2,Q30x2_2,Q30x3_2,Q30x1_3,Q30x2_3,Q30x3_3,Q30x1_4,Q30x2_4,Q30x3_4,Q30x1_5,Q30x2_5,Q30x3_5,Q30x1_9999999,hQ31Num1,hQ31Num2,Q31,Q31dk_9999999,Q31a,Q31b,Q32,Q32dk_7777777,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q34_9,Q34_10,Q35,Q36,Q39,timestamp,sample
2735,complete,9,1,62,5,1,1,0,3,1,1,3,2,1,0,2,4,3,2,1,1,1,2,1,2,1,1,1,3,3,1,3,3,0,2,0,1,3,3,3,2,1,2,1,1,2,1,0,2,1,2,3,0,4,4,3,1,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,30.0,0,0,4,4,0,0,0,1,0,0,3,1,2,7,1,7,1,7,7,7,1,7,1,3,3,3,3,3,3,3,100.0,0,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,100000,50000,300.0,0,,,,1,2,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,8888888,7777777,1.0,Tue Oct 19 10:43:02 UTC+0 2021,0
2292,complete,9,2,66,2,1,1,0,6,6,2,1,1,2,0,1,2,3,1,1,2,3,1,3,3,0,1,1,2,1,2,1,1,1,2,0,2,2,2,1,1,0,3,1,3,3,2,1,3,1,3,2,1,4,3,2,3,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,25.0,0,0,2,4,0,0,0,1,0,0,2,1,2,3,2,7,1,6,7,6,1,7,3,3,3,3,3,4,4,3,130000.0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,200000.0,0.0,,,,,,,,,2,1,230000.0,5.0,1,50000.0,5.0,0,,,0,,,1,240000.0,2.0,0,200000,100000,20000.0,0,,,7.0,0,2,0.0,0.0,0.0,15.0,75.0,10.0,0.0,0.0,0.0,0.0,2,2,2.0,Tue Oct 19 10:41:05 UTC+0 2021,0
1687,complete,9,1,71,5,1,1,0,2,1,1,4,3,1,1,4,2,2,2,0,4,3,1,2,2,0,1,0,2,2,2,1,3,1,2,1,2,1,1,1,3,1,2,3,2,2,2,0,3,3,1,1,0,4,4,2,3,1,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,29.0,0,0,2,4,0,0,0,1,0,0,2,1,3,2,1,7,2,2,5,6,2,6,3,3,1,1,4,4,4,4,240000.0,0,,,,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,500000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,550000.0,5.0,1,50000.0,5.0,0,,,0,,,0,,,0,500000,250000,0.0,0,,,7.0,0,3,0.0,0.0,0.0,20.0,60.0,10.0,10.0,0.0,0.0,0.0,1,2,1.0,Tue Oct 19 15:46:41 UTC+0 2021,0
7354,complete,9,1,66,1,1,1,0,4,1,1,4,2,1,1,2,3,3,2,0,1,4,1,3,2,1,1,0,2,3,2,1,1,0,2,1,2,4,1,2,3,0,2,2,2,1,2,1,2,3,2,3,1,2,4,1,2,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,23.0,0,0,4,4,0,0,0,1,0,0,2,2,2,2,1,7,3,6,6,6,1,7,4,3,3,2,2,3,4,3,150000.0,0,,,,,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1300000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,250000.0,5.0,1,55000.0,5.0,0,,,0,,,1,10000.0,5.0,0,1300000,650000,500000.0,0,,,10.0,0,2,0.0,0.0,5.0,60.0,30.0,5.0,0.0,0.0,0.0,0.0,2,2,1.0,Tue Oct 19 10:52:25 UTC+0 2021,0
3036,complete,9,1,52,2,0,1,0,6,1,1,2,2,2,1,4,4,1,1,0,2,3,1,3,3,0,1,0,3,4,2,2,1,1,2,1,3,3,1,2,3,0,3,1,2,3,2,1,2,3,1,3,1,1,2,3,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,25.0,0,0,3,6,0,0,0,0,0,1,2,2,3,1,4,7,5,6,5,4,1,3,6,2,2,5,3,5,4,3,250000.0,0,,,,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,150000.0,4.0,1,35000.0,4.0,0,,,0,,,0,,,0,2075000,1037500,1335000.0,0,,,6.5,0,1,0.0,1.0,5.0,20.0,25.0,23.0,20.0,5.0,1.0,0.0,1,8888888,1.0,Tue Oct 19 10:50:32 UTC+0 2021,0
12030,complete,9,2,32,3,1,1,1,4,1,1,2,1,1,0,2,3,2,2,1,4,4,1,1,3,0,2,0,2,3,2,3,1,1,1,1,2,1,2,3,3,0,3,2,1,2,2,1,3,3,2,3,0,4,2,1,1,1,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,6.0,0,0,4,4,0,0,0,1,0,0,1,2,3,6,1,7,4,6,5,5,1,6,3,3,3,4,3,3,4,3,150000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,940000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,1,100000.0,5.0,1,10000.0,5.0,0,,,0,,,1,160000.0,2.0,0,940000,470000,720000.0,0,,,10.0,0,4,2.0,3.0,5.0,30.0,30.0,17.0,5.0,3.0,3.0,2.0,2,2,1.0,Tue Oct 19 11:30:33 UTC+0 2021,0
15347,complete,9,1,44,4,1,1,1,4,1,1,3,1,1,1,2,2,3,2,0,4,4,2,3,1,0,2,0,1,3,1,1,3,1,1,1,1,3,1,1,3,0,2,2,2,2,2,1,1,2,2,3,1,1,4,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,14.0,0,0,1,3,0,0,1,0,0,0,2,4,1,6,1,6,1,6,2,2,1,7,2,5,5,5,4,4,4,2,50000.0,0,,,,,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,350000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,80000.0,5.0,1,5000.0,5.0,0,,,0,,,0,,,0,350000,175000,170000.0,0,,,10.0,0,2,0.0,0.0,5.0,10.0,50.0,30.0,5.0,0.0,0.0,0.0,1,2,2.0,Tue Oct 19 10:43:04 UTC+0 2021,0
8508,complete,9,1,45,5,1,1,1,7,1,1,1,1,1,0,2,3,2,2,1,1,3,1,3,3,1,2,0,2,2,2,2,2,0,1,1,3,3,3,2,1,1,2,1,2,1,2,0,3,2,3,2,0,4,1,1,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,15.0,0,0,4,4,0,0,0,1,0,0,1,1,2,2,3,7,3,7,5,7,2,5,3,3,4,4,3,3,3,3,,1,1.0,8888888.0,,,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,400000.0,3.0,1,60000.0,3.0,0,,,0,,,1,150000.0,3.0,0,500000,250000,500000.0,0,,,6.0,0,3,1.0,1.0,3.0,25.0,35.0,25.0,7.0,2.0,1.0,0.0,1,8888888,1.0,Tue Oct 19 11:15:00 UTC+0 2021,0
836,complete,9,2,63,6,0,0,0,6,1,1,3,2,1,1,4,1,1,2,0,1,3,2,1,1,1,2,1,2,2,1,3,3,0,1,0,1,3,3,2,2,0,1,1,2,1,3,1,2,4,2,3,0,1,2,1,2,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,3,5,0,0,0,0,1,0,1,2,3,7,1,7,3,7,1,7,5,6,1,2,3,2,3,4,4,2,1000000.0,0,,,,,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,2500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,2500000,1250000,650000.0,0,,,,1,7777777,0.0,0.0,20.0,20.0,30.0,30.0,0.0,0.0,0.0,0.0,1,7777777,2.0,Tue Oct 19 11:07:06 UTC+0 2021,0
16542,complete,9,2,26,2,0,0,1,6,6,2,1,1,2,0,1,4,3,1,1,4,3,1,2,2,0,2,1,4,4,2,1,3,1,1,0,1,3,1,2,2,0,2,1,3,1,3,1,2,1,2,3,1,4,3,3,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,2,0,1,0,0,0,0,2,2,2,7,2,6,2,6,2,5,3,6,5,3,1,2,3,4,4,3,85000.0,0,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,2,1,89000.0,5.0,1,73000.0,5.0,1,30000.0,5.0,0,,,0,,,0,100000,50000,8000.0,0,,,10.0,0,3,5.0,10.0,15.0,20.0,35.0,10.0,5.0,0.0,0.0,0.0,2,2,1.0,Tue Oct 19 10:57:25 UTC+0 2021,0
2402,complete,9,1,61,4,0,1,0,4,1,1,4,3,2,0,4,2,2,1,1,4,3,2,1,2,1,2,0,2,2,1,3,1,0,1,1,2,4,1,3,1,0,3,1,3,2,2,1,3,4,2,1,1,4,1,3,3,0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,29.0,0,0,1,2,0,1,0,0,0,0,1,2,3,5,2,7,1,6,6,7,1,7,3,3,4,3,3,4,1,2,200.0,0,,,,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,800000.0,2.0,1,80000.0,2.0,0,,,1,52000.0,2.0,1,10000.0,5.0,0,100000,50000,270.0,0,,,7.0,0,2,0.0,0.0,10.0,40.0,40.0,0.0,10.0,0.0,0.0,0.0,1,1,1.0,Tue Oct 19 11:04:04 UTC+0 2021,0
7971,complete,9,1,49,2,0,1,0,3,1,1,3,1,1,0,2,2,3,2,1,4,2,2,1,2,0,2,0,1,4,1,3,3,1,1,1,3,4,2,3,3,1,3,1,1,1,1,0,3,2,1,1,1,4,4,2,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,22.0,0,0,3,3,0,0,1,0,0,0,2,2,2,2,3,6,5,4,2,3,4,5,3,3,3,3,2,3,4,3,150000.0,0,,,,,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,150000.0,5.0,1,5000.0,5.0,0,,,0,,,0,,,0,1000000,500000,500000.0,0,,,7.0,0,3,1.0,2.0,7.0,15.0,25.0,25.0,14.0,7.0,3.0,1.0,2,2,1.0,Tue Oct 19 10:57:28 UTC+0 2021,0
7700,complete,9,1,52,4,1,1,0,7,1,1,1,1,1,1,4,3,2,2,0,1,1,2,1,2,1,2,1,2,3,1,2,1,0,1,0,2,3,2,2,3,0,3,4,1,3,1,1,2,2,3,1,1,1,1,1,3,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,15.0,0,0,4,4,0,0,0,1,0,0,1,2,3,3,1,5,1,7,5,6,5,7,5,4,4,4,5,3,4,2,100000.0,0,,,,,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,780000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,10000.0,5.0,0,,,0,,,0,,,0,,,0,780000,390000,280000.0,0,,,10.0,0,3,0.0,0.0,15.0,20.0,30.0,15.0,15.0,5.0,0.0,0.0,2,3,1.0,Tue Oct 19 11:13:39 UTC+0 2021,0
3159,complete,9,1,57,5,1,1,0,6,1,1,2,2,1,0,1,3,3,2,1,1,4,2,2,1,0,1,0,1,3,1,1,3,1,2,1,4,4,3,1,2,1,3,2,2,3,1,0,3,4,1,1,1,1,2,3,2,0,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,25.0,0,0,4,4,0,0,0,1,0,0,2,2,2,7,3,7,3,6,7,3,3,6,3,2,2,3,2,3,2,2,300000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,350000.0,2.0,1,80000.0,2.0,0,,,0,,,0,,,0,100000,50000,0.0,0,,,7.0,0,3,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,Tue Oct 19 11:25:14 UTC+0 2021,0
15869,complete,9,1,32,1,1,0,0,6,1,1,4,3,2,0,1,2,2,1,1,4,1,2,2,1,1,1,0,1,2,1,3,2,0,2,1,4,4,3,2,2,0,1,3,2,3,3,1,2,4,1,1,1,1,3,2,3,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0,0,4,2,0,1,0,0,0,0,2,2,1,2,2,6,2,5,5,5,2,6,5,4,1,3,3,3,4,2,118000.0,0,,,,,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,16000.0,5.0,1,25000.0,5.0,1,20000.0,5.0,1,55000.0,5.0,0,,,0,525000,262500,400000.0,0,,,5.0,0,5,0.0,5.0,10.0,20.0,40.0,10.0,10.0,5.0,0.0,0.0,1,2,1.0,Tue Oct 19 11:05:09 UTC+0 2021,0
12360,complete,9,1,41,5,1,1,0,6,1,1,2,2,1,1,4,1,3,2,0,4,4,2,2,2,1,1,1,1,2,1,1,1,0,2,0,4,2,1,1,1,1,1,1,2,2,3,0,1,2,2,2,0,2,1,1,1,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.0,0,0,4,3,0,0,1,0,0,0,1,2,1,7,2,7,1,7,1,4,2,7,2,2,3,5,2,2,3,3,250000.0,0,,,,,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,150000.0,5.0,1,40000.0,5.0,0,,,0,,,0,,,0,100000,50000,500000.0,0,,,7.0,0,3,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,Tue Oct 19 11:22:13 UTC+0 2021,0
230,complete,9,1,70,2,0,1,0,6,1,1,3,3,1,0,4,4,1,2,1,1,4,1,3,1,0,2,1,1,3,2,1,3,1,1,0,3,4,2,3,3,0,3,1,1,1,1,1,3,2,3,1,1,3,1,2,2,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,45.0,0,0,1,3,0,0,1,0,0,0,2,2,2,5,5,5,1,3,4,4,1,5,3,1,4,4,3,4,1,3,200000.0,0,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4000000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1400000.0,3.0,0,,,0,,,0,,,0,,,0,4000000,2000000,500000.0,0,,,6.0,0,4,0.0,0.0,5.0,10.0,70.0,10.0,5.0,0.0,0.0,0.0,2,7777777,1.0,Tue Oct 19 11:24:55 UTC+0 2021,0
15461,complete,9,2,55,2,1,1,0,4,1,1,4,1,1,1,2,1,2,2,0,1,3,1,3,1,1,1,1,4,4,2,1,2,0,2,0,2,4,2,2,1,1,3,2,3,3,2,0,3,1,1,3,0,2,2,2,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1.0,0,0,4,1,1,0,0,0,0,0,1,2,3,5,3,7,1,7,2,7,3,7,3,3,3,1,3,4,3,2,68000.0,0,,,,,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,18237.0,4.0,1,86277.0,5.0,0,,,0,,,1,74810.0,5.0,0,2000000,1000000,3600.0,0,,,13.0,0,3,0.0,0.0,25.0,30.0,20.0,15.0,10.0,0.0,0.0,0.0,2,3,1.0,Tue Oct 19 12:20:42 UTC+0 2021,0
3683,complete,9,8888888,57,1,1,0,1,7,2,1,3,2,2,0,1,4,1,1,1,2,1,1,2,2,0,2,1,2,3,2,3,3,1,1,0,1,2,1,1,1,1,3,3,3,2,2,0,3,4,3,1,0,4,2,2,2,1,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.0,0,0,4,4,0,0,0,1,0,0,2,1,2,4,1,7,1,6,5,7,1,7,4,3,3,1,3,3,3,2,,1,1.0,2.0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,9999999.0,,,1,8888888,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1,8888888,1.0,Tue Oct 19 11:35:03 UTC+0 2021,0
11399,complete,9,1,67,5,1,1,0,7,1,1,2,1,2,0,1,4,2,1,1,1,2,2,2,2,0,2,1,2,1,1,1,3,1,1,0,2,1,1,1,3,0,3,3,3,2,1,1,3,4,1,3,0,2,1,2,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,10.0,0,0,4,4,0,0,0,1,0,0,2,2,3,6,1,7,2,6,5,6,2,6,2,3,3,3,3,3,3,3,,1,8888888.0,,,,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,600000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,600000,300000,160000.0,0,,,10.0,0,3,2.0,3.0,5.0,60.0,25.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,Tue Oct 19 11:46:59 UTC+0 2021,0
1481,complete,9,1,60,5,1,1,1,5,1,1,4,1,2,0,1,2,3,1,1,4,4,2,2,1,1,2,1,2,2,1,3,3,0,1,0,1,3,3,1,3,0,2,1,1,2,1,1,2,1,3,1,1,1,4,1,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,34.0,0,0,4,4,0,0,0,1,0,0,2,2,2,6,2,7,4,6,5,6,2,7,3,2,3,3,2,2,4,2,250000.0,0,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1100000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,800000.0,5.0,1,90000.0,5.0,0,,,0,,,1,210000.0,5.0,0,1100000,550000,130000.0,0,,,9.0,0,3,2.0,3.0,8.0,15.0,30.0,20.0,12.0,5.0,3.0,2.0,1,1,1.0,Tue Oct 19 11:32:41 UTC+0 2021,0
15628,complete,3084,1,32,6,1,0,1,1,2,2,3,3,1,0,4,2,2,2,1,4,2,2,1,2,1,2,0,2,4,1,3,1,0,1,1,2,3,2,1,1,0,2,1,3,3,3,1,3,3,3,3,0,4,2,2,1,1,1,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0,0,4,1,1,0,0,0,0,0,1,2,1,2,6,7,3,7,7,5,1,7,3,2,3,2,3,4,4,2,80000.0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,480000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,8000.0,5.0,1,22000.0,4.0,1,5000.0,5.0,0,,,1,26000.0,5.0,0,480000,240000,10000.0,0,,,6.0,0,5,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,1,2,1.0,Tue Oct 19 11:34:17 UTC+0 2021,0
6867,complete,9,1,51,5,1,1,0,4,1,1,3,2,2,1,4,4,1,1,0,4,3,1,1,1,1,2,0,2,2,2,2,3,0,1,1,2,1,3,3,2,1,3,4,1,2,3,0,2,1,3,3,1,3,4,2,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,21.0,0,0,4,4,0,0,0,1,0,0,1,1,1,6,4,7,2,5,2,7,4,6,2,4,1,2,2,2,2,2,150000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,,,0,,,0,,,0,,,0,,,1,500000,250000,,1,2.0,1.0,,1,2,0.0,0.0,0.0,20.0,50.0,10.0,20.0,0.0,0.0,0.0,1,2,1.0,Tue Oct 19 11:34:56 UTC+0 2021,0
10871,complete,9,1,37,4,1,1,0,6,1,1,3,3,1,0,2,2,2,2,1,1,1,1,1,2,0,1,1,2,2,2,3,3,1,2,0,2,3,1,3,2,1,3,1,3,2,1,0,3,3,3,2,0,1,2,2,1,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,12.0,0,0,4,3,0,0,1,0,0,0,2,1,3,5,6,7,5,5,7,7,3,5,2,3,3,4,3,3,4,3,125000.0,0,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1000.0,5.0,1,1000.0,4.0,0,,,0,,,0,,,0,500000,250000,,1,2.0,2.0,5.0,0,3,1.0,1.0,3.0,20.0,50.0,15.0,5.0,2.0,2.0,1.0,1,1,1.0,Tue Oct 19 11:40:44 UTC+0 2021,0
13543,complete,9,2,48,2,0,1,1,6,1,1,2,2,2,0,2,1,3,1,1,2,2,1,1,2,1,2,0,2,3,2,2,3,0,1,1,3,2,2,3,1,0,2,1,1,1,2,1,2,2,1,3,1,2,4,2,1,0,2,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,12.0,0,0,4,6,0,0,0,0,0,1,2,2,2,5,3,7,2,7,3,7,1,7,2,4,1,4,3,3,4,3,200000.0,0,,,,,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,750000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,1,300000.0,4.0,1,20000.0,5.0,0,,,0,,,1,25000.0,5.0,0,750000,375000,500000.0,0,,,12.0,0,3,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,Tue Oct 19 12:29:35 UTC+0 2021,0
12212,complete,9,1,47,3,1,1,0,7,1,2,2,2,2,0,1,4,3,1,1,4,4,1,3,3,1,1,0,3,1,2,2,2,0,2,1,3,1,3,3,1,0,3,2,1,2,3,1,3,2,1,3,0,1,4,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7.0,0,0,4,4,0,0,0,1,0,0,1,1,2,5,1,5,4,6,4,5,2,7,3,3,4,3,3,4,4,3,100000.0,0,,,,,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,450000.0,5.0,1,30000.0,5.0,0,,,0,,,0,,,0,100000,50000,400000.0,0,,,6.0,0,4,0.0,0.0,5.0,20.0,55.0,20.0,0.0,0.0,0.0,0.0,1,2,1.0,Tue Oct 19 11:46:20 UTC+0 2021,0
